Month dProd REA RPO dprod rea rpo
2004-02-01 -0.60993482 40.576355 -9.0703909 -0.000775220238208973 126.45 -1.05332971610778
2004-03-01 -0.42848993 37.861192 -4.6057516 0.00732255945716886 120.37 -1.00868327189656
2004-04-01 -0.95097318 33.968685 -4.2078243 -0.00563010646951057 107.01 -1.0047039602779
2004-05-01 -5.2011784 27.68524 5.1947353 0.00595953793020065 84.57 -0.910678375251645
2004-06-01 26.643549 22.303495 -1.6303715 0.0195543959432847 62.93 -0.978929467498685
2004-07-01 5.7723136 29.108653 5.3045002 0.00440762650865345 89.37 -0.909580724766989
2004-08-01 -15.282667 32.336099 14.628859 -0.0137792391749354 99.33 -0.81528059765378
2004-09-01 10.227815 31.633912 16.82161 0.00598369883556238 98.51 -0.794409652108813
2004-10-01 8.1693312 33.372806 27.826717 0.00959149212582844 107.33 -0.684358563324563
2004-11-01 -5.7426702 39.162531 14.557807 0.000635318890422454 122.69 -0.817569446297927
2004-12-01 -6.1610162 40.295981 -1.2652146 -0.00487619707669218 126.74 -0.975277880542367
2005-01-01 11.203744 34.571516 8.4870277 -0.0073284991813658 106.59 -0.877233685837863
2005-02-01 4.6284428 35.088299 13.766046 0.0108785197608405 107.01 -0.825485184516352
2005-03-01 5.3421734 35.579781 27.544489 -0.000519065040364808 109.98 -0.688217160355381
2005-04-01 4.8330268 35.709126 26.023824 0.00735552394377592 106.67 -0.701871444198034
2005-05-01 2.5546029 31.678585 21.519375 0.00329724558153899 85.71 -0.747948634597734
2005-06-01 -6.1856642 20.805542 34.658642 -0.00817854691629982 57.01 -0.616555795118705
2005-07-01 -2.5840888 15.329085 40.869744 0.00099447198024194 35.19 -0.553928332773524
2005-08-01 0.992038 13.559321 50.765625 0.00128392219389895 34.16 -0.454459676999873
2005-09-01 -6.8307513 19.668683 49.653475 -0.0174251985678247 56.9 -0.466090983971954
2005-10-01 1.601133 23.688148 43.350665 0.00903441259406002 68.9 -0.528617019771261
2005-11-01 7.8602368 22.364507 33.650406 0.00924196490386819 61.5 -0.625112674988817
2005-12-01 4.6624634 17.539813 35.446577 0.00160756835616027 50.2 -0.607655377850362
2006-01-01 -8.252581 12.955454 44.221894 -0.00470706497644358 35.84 -0.519905210349548
2006-02-01 -1.8235353 15.534344 38.656224 0.00636659845485887 43.69 -0.576565163448786
2006-03-01 -2.5772085 18.024581 43.150063 0.001650228144495 49.86 -0.531625977082398
2006-04-01 1.6644006 15.89522 54.727492 -0.00982180265823906 44.23 -0.415849184130267
2006-05-01 -7.147113 15.075465 57.502428 -0.00453617834552666 43.17 -0.387601472558235
2006-06-01 -1.5265194 17.60279 56.268619 0.00565442986849796 53.79 -0.399444196986926
2006-07-01 16.556261 21.046427 62.150966 0.0133668598561485 64.94 -0.341116113223377
2006-08-01 -5.2276346 26.976715 59.417294 -0.0130637794585837 83.63 -0.368452835917411
2006-09-01 -4.7113545 29.892896 45.027511 -0.000923831737202008 93.41 -0.511857697034553
2006-10-01 5.6058877 31.524392 37.17052 0.00226324796877897 93.75 -0.590920585219509
2006-11-01 -6.0633355 32.620687 37.07151 -0.00166125662702399 97.81 -0.59141574544043
2006-12-01 -3.5839241 33.443609 40.696713 -0.00575538917378537 100.86 -0.554674365062558
2007-01-01 -1.3939093 34.715997 30.111544 0.00405675892813839 103.73 -0.659734021145452
2007-02-01 2.9826302 34.870975 37.938107 0.00620225250538908 102.06 -0.582275047707888
2007-03-01 -1.2282079 37.503923 42.135816 -0.00270103204567462 116.97 -0.541305219961335
2007-04-01 4.5789099 40.206737 48.918468 0.000513967855191311 128.46 -0.473356974851375
2007-05-01 -8.764245 43.335624 50.165489 -0.00536493664102267 138.88 -0.459448115306219
2007-06-01 -4.5300167 39.702492 55.749458 -0.00324904871112075 128.46 -0.40353928187198
2007-07-01 7.3054578 43.253674 63.745744 0.0107334647756154 141.43 -0.324238598329067
2007-08-01 -11.455108 47.054656 60.214855 -0.0125663762151795 150.62 -0.360082430042255
2007-09-01 14.142312 50.86939 65.459708 0.00491475516707318 167.9 -0.306550661725165
2007-10-01 10.104911 56.806754 73.676382 0.0162691536745498 187.31 -0.226507534400609
2007-11-01 -3.0388197 57.274224 81.208621 -0.00719800325496323 187.82 -0.149967366624263
2007-12-01 7.3158594 56.824304 78.115411 0.00552182089890962 180.94 -0.180360836815675
